SrNo,TollID,CategoryID,Single,Round
2630,376,5,320,480
2631,376,6,350,525
2632,376,7,400,600
2633,377,1,51,77
2634,377,2,96,144
2635,377,3,191,287
2636,377,4,306,459
2637,377,5,321,482
2638,377,6,351,527
2639,377,7,401,602
2640,378,1,52,78
2641,378,2,97,146
2642,378,3,192,288
2643,378,4,307,461
2644,378,5,322,483
2645,378,6,352,528
2646,378,7,402,603
2647,379,1,53,80
2648,379,2,98,147
2649,379,3,193,290
2650,379,4,308,462
2651,379,5,323,485
2652,379,6,353,530
2653,379,7,403,605
2654,380,1,54,81
2655,380,2,99,149
2656,380,3,194,291
2657,380,4,309,464
2658,380,5,324,486
2659,380,6,354,531
2660,380,7,404,606
2661,381,1,55,83
2662,381,2,100,150
2663,381,3,195,293
2664,381,4,310,465
2665,381,5,325,488
2666,381,6,355,533
2667,381,7,405,608
2668,382,1,56,84
2669,382,2,101,152
2670,382,3,196,294
2671,382,4,311,467
2672,382,5,326,489
2673,382,6,356,534
2674,382,7,406,609
2675,383,1,57,86
2676,383,2,102,153
2677,383,3,197,296
2678,383,4,312,468
2679,383,5,327,491
2680,383,6,357,536
2681,383,7,407,611
2682,384,1,58,87
2683,384,2,103,155
2684,384,3,198,297
2685,384,4,313,470
2686,384,5,328,492
2687,384,6,358,537
2688,384,7,408,612
2689,385,1,59,89
2690,385,2,104,156
2691,385,3,199,299
2692,385,4,314,471
2693,385,5,329,494
2694,385,6,359,539
2695,385,7,409,614
2696,386,1,60,90
2697,386,2,105,158
2698,386,3,200,300
2699,386,4,315,473
2700,386,5,330,495
2701,386,6,360,540
2702,386,7,410,615
2703,387,1,61,92
2704,387,2,106,159
2705,387,3,201,302
2706,387,4,316,474
2707,387,5,331,497
2708,387,6,361,542
2709,387,7,411,617
2710,388,1,62,93
2711,388,2,107,161
2712,388,3,202,303
2713,388,4,317,476
2714,388,5,332,498
2715,388,6,362,543
2716,388,7,412,618
2717,389,1,63,95
2718,389,2,108,162
2719,389,3,203,305
2720,389,4,318,477
2721,389,5,333,500
2722,389,6,363,545
2723,389,7,413,620
2724,390,1,64,96
2725,390,2,109,164
2726,390,3,204,306
2727,390,4,319,479
2728,390,5,334,501
2729,390,6,364,546
2730,390,7,414,621
2731,391,1,65,98
2732,391,2,110,165
2733,391,3,205,308
2734,391,4,320,480
2735,391,5,335,503
2736,391,6,365,548
2737,391,7,415,623
2738,392,1,66,99
2739,392,2,111,167
2740,392,3,206,309
2741,392,4,321,482
2742,392,5,336,504
2743,392,6,366,549
2744,392,7,416,624
2745,393,1,67,101
2746,393,2,112,168
2747,393,3,207,311
2748,393,4,322,483
2749,393,5,337,506
2750,393,6,367,551
2751,393,7,417,626
2752,394,1,68,102
2753,394,2,113,170
2754,394,3,208,312
2755,394,4,323,485
2756,394,5,338,507
2757,394,6,368,552
2758,394,7,418,627
2759,395,1,69,104
2760,395,2,114,171
2761,395,3,209,314
2762,395,4,324,486
2763,395,5,339,509
2764,395,6,369,554
2765,395,7,419,629
2766,396,1,70,105
2767,396,2,115,173
2768,396,3,210,315
2769,396,4,325,488
2770,396,5,340,510
2771,396,6,370,555
2772,396,7,420,630
2773,397,1,71,107
2774,397,2,116,174
2775,397,3,211,317
2776,397,4,326,489
2777,397,5,341,512
2778,397,6,371,557
2779,397,7,421,632
2780,398,1,72,108
2781,398,2,117,176
2782,398,3,212,318
2783,398,4,327,491
2784,398,5,342,513
2785,398,6,372,558
2786,398,7,422,633
2787,399,1,73,110
2788,399,2,118,177
2789,399,3,213,320
2790,399,4,328,492
2791,399,5,343,515
2792,399,6,373,560
2793,399,7,423,635
2794,400,1,74,111
2795,400,2,119,179
2796,400,3,214,321
2797,400,4,329,494
2798,400,5,344,516
2799,400,6,374,561
2800,400,7,424,636
2801,401,1,50,75
2802,401,2,95,143
2803,401,3,190,285
2804,401,4,305,458
2805,401,5,320,480
2806,401,6,350,525
2807,401,7,400,600
2808,402,1,51,77
2809,402,2,96,144
2810,402,3,191,287
2811,402,4,306,459
2812,402,5,321,482
2813,402,6,351,527
2814,402,7,401,602
2815,403,1,52,78
2816,403,2,97,146
2817,403,3,192,288
2818,403,4,307,461
2819,403,5,322,483
2820,403,6,352,528
2821,403,7,402,603
2822,404,1,53,80
2823,404,2,98,147
2824,404,3,193,290
2825,404,4,308,462
2826,404,5,323,485
2827,404,6,353,530
2828,404,7,403,605
2829,405,1,54,81
2830,405,2,99,149
2831,405,3,194,291
2832,405,4,309,464
2833,405,5,324,486
2834,405,6,354,531
2835,405,7,404,606
2836,406,1,55,83
2837,406,2,100,150
2838,406,3,195,293
2839,406,4,310,465
2840,406,5,325,488
2841,406,6,355,533
2842,406,7,405,608
2843,407,1,56,84
2844,407,2,101,152
2845,407,3,196,294
2846,407,4,311,467
2847,407,5,326,489
2848,407,6,356,534
2849,407,7,406,609
2850,408,1,57,86
2851,408,2,102,153
2852,408,3,197,296
2853,408,4,312,468
2854,408,5,327,491
2855,408,6,357,536
2856,408,7,407,611
2857,409,1,58,87
2858,409,2,103,155
2859,409,3,198,297
2860,409,4,313,470
2861,409,5,328,492
2862,409,6,358,537
2863,409,7,408,612
2864,410,1,59,89
2865,410,2,104,156
2866,410,3,199,299
2867,410,4,314,471
2868,410,5,329,494
2869,410,6,359,539
2870,410,7,409,614
2871,411,1,60,90
2872,411,2,105,158
2873,411,3,200,300
2874,411,4,315,473
2875,411,5,330,495
2876,411,6,360,540
2877,411,7,410,615
2878,412,1,61,92
2879,412,2,106,159
2880,412,3,201,302
2881,412,4,316,474
2882,412,5,331,497
2883,412,6,361,542
2884,412,7,411,617
2885,413,1,62,93
2886,413,2,107,161
2887,413,3,202,303
2888,413,4,317,476
2889,413,5,332,498
2890,413,6,362,543
2891,413,7,412,618
2892,414,1,63,95
2893,414,2,108,162
2894,414,3,203,305
2895,414,4,318,477
2896,414,5,333,500
2897,414,6,363,545
2898,414,7,413,620
2899,415,1,64,96
2900,415,2,109,164
2901,415,3,204,306
2902,415,4,319,479
2903,415,5,334,501
2904,415,6,364,546
2905,415,7,414,621
2906,416,1,65,98
2907,416,2,110,165
2908,416,3,205,308
2909,416,4,320,480
2910,416,5,335,503
2911,416,6,365,548
2912,416,7,415,623
2913,417,1,66,99
2914,417,2,111,167
2915,417,3,206,309
2916,417,4,321,482
2917,417,5,336,504
2918,417,6,366,549
2919,417,7,416,624
2920,418,1,67,101
2921,418,2,112,168
2922,418,3,207,311
2923,418,4,322,483
2924,418,5,337,506
2925,418,6,367,551
2926,418,7,417,626
2927,419,1,68,102
2928,419,2,113,170
2929,419,3,208,312
2930,419,4,323,485
2931,419,5,338,507
2932,419,6,368,552
2933,419,7,418,627
2934,420,1,69,104
2935,420,2,114,171
2936,420,3,209,314
2937,420,4,324,486
2938,420,5,339,509
2939,420,6,369,554
2940,420,7,419,629
2941,421,1,70,105
2942,421,2,115,173
2943,421,3,210,315
2944,421,4,325,488
2945,421,5,340,510
2946,421,6,370,555
2947,421,7,420,630
2948,422,1,71,107
2949,422,2,116,174
2950,422,3,211,317
2951,422,4,326,489
2952,422,5,341,512
2953,422,6,371,557
2954,422,7,421,632
2955,423,1,72,108
2956,423,2,117,176
2957,423,3,212,318
2958,423,4,327,491
2959,423,5,342,513
2960,423,6,372,558
2961,423,7,422,633
2962,424,1,73,110
2963,424,2,118,177
2964,424,3,213,320
2965,424,4,328,492
2966,424,5,343,515
2967,424,6,373,560
2968,424,7,423,635
2969,425,1,74,111
2970,425,2,119,179
2971,425,3,214,321
2972,425,4,329,494
2973,425,5,344,516
2974,425,6,374,561
2975,425,7,424,636
2976,426,1,50,75
2977,426,2,95,143
2978,426,3,190,285
2979,426,4,305,458
2980,426,5,320,480
2981,426,6,350,525
2982,426,7,400,600
2983,427,1,51,77
2984,427,2,96,144
2985,427,3,191,287
2986,427,4,306,459
2987,427,5,321,482
2988,427,6,351,527
2989,427,7,401,602
2990,428,1,52,78
2991,428,2,97,146
2992,428,3,192,288
2993,428,4,307,461
2994,428,5,322,483
2995,428,6,352,528
2996,428,7,402,603
2997,429,1,53,80
2998,429,2,98,147
2999,429,3,193,290
3000,429,4,308,462
3001,429,5,323,485
3002,429,6,353,530
3003,429,7,403,605
3004,430,1,54,81
3005,430,2,99,149
3006,430,3,194,291
3007,430,4,309,464
3008,430,5,324,486
3009,430,6,354,531
3010,430,7,404,606
3011,431,1,55,83
3012,431,2,100,150
3013,431,3,195,293
3014,431,4,310,465
3015,431,5,325,488
3016,431,6,355,533
3017,431,7,405,608
3018,432,1,56,84
3019,432,2,101,152
3020,432,3,196,294
3021,432,4,311,467
3022,432,5,326,489
3023,432,6,356,534
3024,432,7,406,609
3025,433,1,57,86
3026,433,2,102,153
3027,433,3,197,296
3028,433,4,312,468
3029,433,5,327,491
3030,433,6,357,536
3031,433,7,407,611
3032,434,1,58,87
3033,434,2,103,155
3034,434,3,198,297
3035,434,4,313,470
3036,434,5,328,492
3037,434,6,358,537
3038,434,7,408,612
3039,435,1,59,89
3040,435,2,104,156
3041,435,3,199,299
3042,435,4,314,471
3043,435,5,329,494
3044,435,6,359,539
3045,435,7,409,614
3046,436,1,60,90
3047,436,2,105,158
3048,436,3,200,300
3049,436,4,315,473
3050,436,5,330,495
3051,436,6,360,540
3052,436,7,410,615
3053,437,1,61,92
3054,437,2,106,159
3055,437,3,201,302
3056,437,4,316,474
3057,437,5,331,497
3058,437,6,361,542
3059,437,7,411,617
3060,438,1,62,93
3061,438,2,107,161
3062,438,3,202,303
3063,438,4,317,476
3064,438,5,332,498
3065,438,6,362,543
3066,438,7,412,618
3067,439,1,63,95
3068,439,2,108,162
3069,439,3,203,305
3070,439,4,318,477
3071,439,5,333,500
3072,439,6,363,545
3073,439,7,413,620
3074,440,1,64,96
3075,440,2,109,164
3076,440,3,204,306
3077,440,4,319,479
3078,440,5,334,501
3079,440,6,364,546
3080,440,7,414,621
3081,441,1,65,98
3082,441,2,110,165
3083,441,3,205,308
3084,441,4,320,480
3085,441,5,335,503
3086,441,6,365,548
3087,441,7,415,623
3088,442,1,66,99
3089,442,2,111,167
3090,442,3,206,309
3091,442,4,321,482
3092,442,5,336,504
3093,442,6,366,549
3094,442,7,416,624
3095,443,1,67,101
3096,443,2,112,168
3097,443,3,207,311
3098,443,4,322,483
3099,443,5,337,506
3100,443,6,367,551
3101,443,7,417,626
3102,444,1,68,102
3103,444,2,113,170
3104,444,3,208,312
3105,444,4,323,485
3106,444,5,338,507
3107,444,6,368,552
3108,444,7,418,627
3109,445,1,69,104
3110,445,2,114,171
3111,445,3,209,314
3112,445,4,324,486
3113,445,5,339,509
3114,445,6,369,554
3115,445,7,419,629
3116,446,1,70,105
3117,446,2,115,173
3118,446,3,210,315
3119,446,4,325,488
3120,446,5,340,510
3121,446,6,370,555
3122,446,7,420,630
3123,447,1,71,107
3124,447,2,116,174
3125,447,3,211,317
3126,447,4,326,489
3127,447,5,341,512
3128,447,6,371,557
3129,447,7,421,632
3130,448,1,72,108
3131,448,2,117,176
3132,448,3,212,318
3133,448,4,327,491
3134,448,5,342,513
3135,448,6,372,558
3136,448,7,422,633
3137,449,1,73,110
3138,449,2,118,177
3139,449,3,213,320
3140,449,4,328,492
3141,449,5,343,515
3142,449,6,373,560
3143,449,7,423,635
3144,450,1,74,111
3145,450,2,119,179
3146,450,3,214,321
3147,450,4,329,494
3148,450,5,344,516
3149,450,6,374,561
3150,450,7,424,636
3151,451,1,50,75
3152,451,2,95,143
3153,451,3,190,285
3154,451,4,305,458
3155,451,5,320,480
3156,451,6,350,525
3157,451,7,400,600
3158,452,1,51,77
3159,452,2,96,144
3160,452,3,191,287
3161,452,4,306,459
3162,452,5,321,482
3163,452,6,351,527
3164,452,7,401,602
3165,453,1,52,78
3166,453,2,97,146
3167,453,3,192,288
3168,453,4,307,461
3169,453,5,322,483
3170,453,6,352,528
3171,453,7,402,603
3172,454,1,53,80
3173,454,2,98,147
3174,454,3,193,290
3175,454,4,308,462
3176,454,5,323,485
3177,454,6,353,530
3178,454,7,403,605
3179,455,1,54,81
3180,455,2,99,149
3181,455,3,194,291
3182,455,4,309,464
3183,455,5,324,486
3184,455,6,354,531
3185,455,7,404,606
3186,456,1,55,83
3187,456,2,100,150
3188,456,3,195,293
3189,456,4,310,465
3190,456,5,325,488
3191,456,6,355,533
3192,456,7,405,608
3193,457,1,56,84
3194,457,2,101,152
3195,457,3,196,294
3196,457,4,311,467
3197,457,5,326,489
3198,457,6,356,534
3199,457,7,406,609
3200,458,1,57,86
3201,458,2,102,153
3202,458,3,197,296
3203,458,4,312,468
3204,458,5,327,491
3205,458,6,357,536
3206,458,7,407,611
3207,459,1,58,87
3208,459,2,103,155
3209,459,3,198,297
3210,459,4,313,470
3211,459,5,328,492
3212,459,6,358,537
3213,459,7,408,612
3214,460,1,59,89
3215,460,2,104,156
3216,460,3,199,299
3217,460,4,314,471
3218,460,5,329,494
3219,460,6,359,539
3220,460,7,409,614
3221,461,1,60,90
3222,461,2,105,158
3223,461,3,200,300
3224,461,4,315,473
3225,461,5,330,495
3226,461,6,360,540
3227,461,7,410,615
3228,462,1,61,92
3229,462,2,106,159
3230,462,3,201,302
3231,462,4,316,474
3232,462,5,331,497
3233,462,6,361,542
3234,462,7,411,617
3235,463,1,62,93
3236,463,2,107,161
3237,463,3,202,303
3238,463,4,317,476
3239,463,5,332,498
3240,463,6,362,543
3241,463,7,412,618
3242,464,1,63,95
3243,464,2,108,162
3244,464,3,203,305
3245,464,4,318,477
3246,464,5,333,500
3247,464,6,363,545
3248,464,7,413,620
3249,465,1,64,96
3250,465,2,109,164
3251,465,3,204,306
3252,465,4,319,479
3253,465,5,334,501
3254,465,6,364,546
3255,465,7,414,621
3256,466,1,65,98
3257,466,2,110,165
3258,466,3,205,308
3259,466,4,320,480
3260,466,5,335,503
3261,466,6,365,548
3262,466,7,415,623
3263,467,1,66,99
3264,467,2,111,167
3265,467,3,206,309
3266,467,4,321,482
3267,467,5,336,504
3268,467,6,366,549
3269,467,7,416,624
3270,468,1,67,101
3271,468,2,112,168
3272,468,3,207,311
3273,468,4,322,483
3274,468,5,337,506
3275,468,6,367,551
3276,468,7,417,626
3277,469,1,68,102
3278,469,2,113,170
3279,469,3,208,312
3280,469,4,323,485
3281,469,5,338,507
3282,469,6,368,552
3283,469,7,418,627
3284,470,1,69,104
3285,470,2,114,171
3286,470,3,209,314
3287,470,4,324,486
3288,470,5,339,509
3289,470,6,369,554
3290,470,7,419,629
3291,471,1,70,105
3292,471,2,115,173
3293,471,3,210,315
3294,471,4,325,488
3295,471,5,340,510
3296,471,6,370,555
3297,471,7,420,630
3298,472,1,71,107
3299,472,2,116,174
3300,472,3,211,317
3301,472,4,326,489
3302,472,5,341,512
3303,472,6,371,557
3304,472,7,421,632
3305,473,1,72,108
3306,473,2,117,176
3307,473,3,212,318
3308,473,4,327,491
3309,473,5,342,513
3310,473,6,372,558
3311,473,7,422,633
3312,474,1,73,110
3313,474,2,118,177
3314,474,3,213,320
3315,474,4,328,492
3316,474,5,343,515
3317,474,6,373,560
3318,474,7,423,635
3319,475,1,74,111
3320,475,2,119,179
3321,475,3,214,321
3322,475,4,329,494
3323,475,5,344,516
3324,475,6,374,561
3325,475,7,424,636
3326,476,1,50,75
3327,476,2,95,143
3328,476,3,190,285
3329,476,4,305,458
3330,476,5,320,480
3331,476,6,350,525
3332,476,7,400,600
3333,477,1,51,77
3334,477,2,96,144
3335,477,3,191,287
3336,477,4,306,459
3337,477,5,321,482
3338,477,6,351,527
3339,477,7,401,602
3340,478,1,52,78
3341,478,2,97,146
3342,478,3,192,288
3343,478,4,307,461
3344,478,5,322,483
3345,478,6,352,528
3346,478,7,402,603
3347,479,1,53,80
3348,479,2,98,147
3349,479,3,193,290
3350,479,4,308,462
3351,479,5,323,485
3352,479,6,353,530
3353,479,7,403,605
3354,480,1,54,81
3355,480,2,99,149
3356,480,3,194,291
3357,480,4,309,464
3358,480,5,324,486
3359,480,6,354,531
3360,480,7,404,606
3361,481,1,55,83
3362,481,2,100,150
3363,481,3,195,293
3364,481,4,310,465
3365,481,5,325,488
3366,481,6,355,533
3367,481,7,405,608
3368,482,1,56,84
3369,482,2,101,152
3370,482,3,196,294
3371,482,4,311,467
3372,482,5,326,489
3373,482,6,356,534
3374,482,7,406,609
3375,483,1,57,86
3376,483,2,102,153
3377,483,3,197,296
3378,483,4,312,468
3379,483,5,327,491
3380,483,6,357,536
3381,483,7,407,611
3382,484,1,58,87
3383,484,2,103,155
3384,484,3,198,297
3385,484,4,313,470
3386,484,5,328,492
3387,484,6,358,537
3388,484,7,408,612
3389,485,1,59,89
3390,485,2,104,156
3391,485,3,199,299
3392,485,4,314,471
3393,485,5,329,494
3394,485,6,359,539
3395,485,7,409,614
3396,486,1,60,90
3397,486,2,105,158
3398,486,3,200,300
3399,486,4,315,473
3400,486,5,330,495
3401,486,6,360,540
3402,486,7,410,615
3403,487,1,61,92
3404,487,2,106,159
3405,487,3,201,302
3406,487,4,316,474
3407,487,5,331,497
3408,487,6,361,542
3409,487,7,411,617
3410,488,1,62,93
3411,488,2,107,161
3412,488,3,202,303
3413,488,4,317,476
3414,488,5,332,498
3415,488,6,362,543
3416,488,7,412,618
3417,489,1,63,95
3418,489,2,108,162
3419,489,3,203,305
3420,489,4,318,477
3421,489,5,333,500
3422,489,6,363,545
3423,489,7,413,620
3424,490,1,64,96
3425,490,2,109,164
3426,490,3,204,306
3427,490,4,319,479
3428,490,5,334,501
3429,490,6,364,546
3430,490,7,414,621
3431,491,1,65,98
3432,491,2,110,165
3433,491,3,205,308
3434,491,4,320,480
3435,491,5,335,503
3436,491,6,365,548
3437,491,7,415,623
3438,492,1,66,99
3439,492,2,111,167
3440,492,3,206,309
3441,492,4,321,482
3442,492,5,336,504
3443,492,6,366,549
3444,492,7,416,624
3445,493,1,67,101
3446,493,2,112,168
3447,493,3,207,311
3448,493,4,322,483
3449,493,5,337,506
3450,493,6,367,551
3451,493,7,417,626
3452,494,1,68,102
3453,494,2,113,170
3454,494,3,208,312
3455,494,4,323,485
3456,494,5,338,507
3457,494,6,368,552
3458,494,7,418,627
3459,495,1,69,104
3460,495,2,114,171
3461,495,3,209,314
3462,495,4,324,486
3463,495,5,339,509
3464,495,6,369,554
3465,495,7,419,629
3466,496,1,70,105
3467,496,2,115,173
3468,496,3,210,315
3469,496,4,325,488
3470,496,5,340,510
3471,496,6,370,555
3472,496,7,420,630
3473,497,1,71,107
3474,497,2,116,174
3475,497,3,211,317
3476,497,4,326,489
3477,497,5,341,512
3478,497,6,371,557
3479,497,7,421,632
3480,498,1,72,108
3481,498,2,117,176
3482,498,3,212,318
3483,498,4,327,491
3484,498,5,342,513
3485,498,6,372,558
3486,498,7,422,633
3487,499,1,73,110
3488,499,2,118,177
3489,499,3,213,320
3490,499,4,328,492
3491,499,5,343,515
3492,499,6,373,560
3493,499,7,423,635
3494,500,1,74,111
3495,500,2,119,179
3496,500,3,214,321
3497,500,4,329,494
3498,500,5,344,516
3499,500,6,374,561
3500,500,7,424,636
3501,501,1,50,75
3502,501,2,95,143
3503,501,3,190,285
3504,501,4,305,458
3505,501,5,320,480
3506,501,6,350,525
3507,501,7,400,600
3508,502,1,51,77
3509,502,2,96,144
3510,502,3,191,287
3511,502,4,306,459
3512,502,5,321,482
3513,502,6,351,527
3514,502,7,401,602
3515,503,1,52,78
3516,503,2,97,146
3517,503,3,192,288
3518,503,4,307,461
3519,503,5,322,483
3520,503,6,352,528
3521,503,7,402,603
3522,504,1,53,80
3523,504,2,98,147
3524,504,3,193,290
3525,504,4,308,462
3526,504,5,323,485
3527,504,6,353,530
3528,504,7,403,605
3529,505,1,54,81
3530,505,2,99,149
3531,505,3,194,291
3532,505,4,309,464
3533,505,5,324,486
3534,505,6,354,531
3535,505,7,404,606
3536,506,1,55,83
3537,506,2,100,150
3538,506,3,195,293
3539,506,4,310,465
3540,506,5,325,488
3541,506,6,355,533
3542,506,7,405,608
3543,507,1,56,84
3544,507,2,101,152
3545,507,3,196,294
3546,507,4,311,467
3547,507,5,326,489
3548,507,6,356,534
3549,507,7,406,609
3550,508,1,57,86
3551,508,2,102,153
3552,508,3,197,296
3553,508,4,312,468
3554,508,5,327,491
3555,508,6,357,536
3556,508,7,407,611
3557,509,1,58,87
3558,509,2,103,155
3559,509,3,198,297
3560,509,4,313,470
3561,509,5,328,492
3562,509,6,358,537
3563,509,7,408,612
3564,510,1,59,89
3565,510,2,104,156
3566,510,3,199,299
3567,510,4,314,471
3568,510,5,329,494
3569,510,6,359,539
3570,510,7,409,614
3571,511,1,60,90
3572,511,2,105,158
3573,511,3,200,300
3574,511,4,315,473
3575,511,5,330,495
3576,511,6,360,540
3577,511,7,410,615
3578,512,1,61,92
3579,512,2,106,159
3580,512,3,201,302
3581,512,4,316,474
3582,512,5,331,497
3583,512,6,361,542
3584,512,7,411,617
3585,513,1,62,93
3586,513,2,107,161
3587,513,3,202,303
3588,513,4,317,476
3589,513,5,332,498
3590,513,6,362,543
3591,513,7,412,618
3592,514,1,63,95
3593,514,2,108,162
3594,514,3,203,305
3595,514,4,318,477
3596,514,5,333,500
3597,514,6,363,545
3598,514,7,413,620
3599,515,1,64,96
3600,515,2,109,164
3601,515,3,204,306
3602,515,4,319,479
3603,515,5,334,501
3604,515,6,364,546
3605,515,7,414,621
3606,516,1,65,98
3607,516,2,110,165
3608,516,3,205,308
3609,516,4,320,480
3610,516,5,335,503
3611,516,6,365,548
3612,516,7,415,623
3613,517,1,66,99
3614,517,2,111,167
3615,517,3,206,309
3616,517,4,321,482
3617,517,5,336,504
3618,517,6,366,549
3619,517,7,416,624
3620,518,1,67,101
3621,518,2,112,168
3622,518,3,207,311
3623,518,4,322,483
3624,518,5,337,506
3625,518,6,367,551
3626,518,7,417,626
3627,519,1,68,102
3628,519,2,113,170
3629,519,3,208,312
3630,519,4,323,485
3631,519,5,338,507
3632,519,6,368,552
3633,519,7,418,627
3634,520,1,69,104
3635,520,2,114,171
3636,520,3,209,314
3637,520,4,324,486
3638,520,5,339,509
3639,520,6,369,554
3640,520,7,419,629
3641,521,1,70,105
3642,521,2,115,173
3643,521,3,210,315
3644,521,4,325,488
3645,521,5,340,510
3646,521,6,370,555
3647,521,7,420,630
3648,522,1,71,107
3649,522,2,116,174
3650,522,3,211,317
3651,522,4,326,489
3652,522,5,341,512
3653,522,6,371,557
3654,522,7,421,632
3655,523,1,72,108
3656,523,2,117,176
3657,523,3,212,318
3658,523,4,327,491
3659,523,5,342,513
3660,523,6,372,558
3661,523,7,422,633
3662,524,1,73,110
3663,524,2,118,177
3664,524,3,213,320
3665,524,4,328,492
3666,524,5,343,515
3667,524,6,373,560
3668,524,7,423,635
3669,525,1,74,111
3670,525,2,119,179
3671,525,3,214,321
3672,525,4,329,494
3673,525,5,344,516
3674,525,6,374,561
3675,525,7,424,636
3676,526,1,50,75
3677,526,2,95,143
3678,526,3,190,285
3679,526,4,305,458
3680,526,5,320,480
3681,526,6,350,525
3682,526,7,400,600
3683,527,1,51,77
3684,527,2,96,144
3685,527,3,191,287
3686,527,4,306,459
3687,527,5,321,482
3688,527,6,351,527
3689,527,7,401,602
3690,528,1,52,78
3691,528,2,97,146
3692,528,3,192,288
3693,528,4,307,461
3694,528,5,322,483
3695,528,6,352,528
3696,528,7,402,603
3697,529,1,53,80
3698,529,2,98,147
3699,529,3,193,290
3700,529,4,308,462
3701,529,5,323,485
3702,529,6,353,530
3703,529,7,403,605
3704,530,1,54,81
3705,530,2,99,149
3706,530,3,194,291
3707,530,4,309,464
3708,530,5,324,486
3709,530,6,354,531
3710,530,7,404,606
3711,531,1,55,83
3712,531,2,100,150
3713,531,3,195,293
3714,531,4,310,465
3715,531,5,325,488
3716,531,6,355,533
3717,531,7,405,608
3718,532,1,56,84
3719,532,2,101,152
3720,532,3,196,294
3721,532,4,311,467
3722,532,5,326,489
3723,532,6,356,534
3724,532,7,406,609
3725,533,1,57,86
3726,533,2,102,153
3727,533,3,197,296
3728,533,4,312,468
3729,533,5,327,491
3730,533,6,357,536
3731,533,7,407,611
3732,534,1,58,87
3733,534,2,103,155
3734,534,3,198,297
3735,534,4,313,470
3736,534,5,328,492
3737,534,6,358,537
3738,534,7,408,612
3739,535,1,59,89
3740,535,2,104,156
3741,535,3,199,299
3742,535,4,314,471
3743,535,5,329,494
3744,535,6,359,539
3745,535,7,409,614
3746,536,1,60,90
3747,536,2,105,158
3748,536,3,200,300
3749,536,4,315,473
3750,536,5,330,495
3751,536,6,360,540
3752,536,7,410,615
3753,537,1,61,92
3754,537,2,106,159
3755,537,3,201,302
3756,537,4,316,474
3757,537,5,331,497
3758,537,6,361,542
3759,537,7,411,617
3760,538,1,62,93
3761,538,2,107,161
3762,538,3,202,303
3763,538,4,317,476
3764,538,5,332,498
3765,538,6,362,543
3766,538,7,412,618
3767,539,1,63,95
3768,539,2,108,162
3769,539,3,203,305
3770,539,4,318,477
3771,539,5,333,500
3772,539,6,363,545
3773,539,7,413,620
3774,540,1,64,96
3775,540,2,109,164
3776,540,3,204,306
3777,540,4,319,479
3778,540,5,334,501
3779,540,6,364,546
3780,540,7,414,621
3781,541,1,65,98
3782,541,2,110,165
3783,541,3,205,308
3784,541,4,320,480
3785,541,5,335,503
3786,541,6,365,548
3787,541,7,415,623
3788,542,1,66,99
3789,542,2,111,167
3790,542,3,206,309
3791,542,4,321,482
3792,542,5,336,504
3793,542,6,366,549
3794,542,7,416,624
3795,543,1,67,101
3796,543,2,112,168
3797,543,3,207,311
3798,543,4,322,483
3799,543,5,337,506
3800,543,6,367,551
3801,543,7,417,626
3802,544,1,68,102
3803,544,2,113,170
3804,544,3,208,312
3805,544,4,323,485
3806,544,5,338,507
3807,544,6,368,552
3808,544,7,418,627
3809,545,1,69,104
3810,545,2,114,171
3811,545,3,209,314
3812,545,4,324,486
3813,545,5,339,509
3814,545,6,369,554
3815,545,7,419,629
3816,546,1,70,105
3817,546,2,115,173
3818,546,3,210,315
3819,546,4,325,488
3820,546,5,340,510
3821,546,6,370,555
3822,546,7,420,630
3823,547,1,71,107
3824,547,2,116,174
3825,547,3,211,317
3826,547,4,326,489
3827,547,5,341,512
3828,547,6,371,557
3829,547,7,421,632
3830,548,1,72,108
3831,548,2,117,176
3832,548,3,212,318
3833,548,4,327,491
3834,548,5,342,513
3835,548,6,372,558
3836,548,7,422,633
3837,549,1,73,110
3838,549,2,118,177
3839,549,3,213,320
3840,549,4,328,492
3841,549,5,343,515
3842,549,6,373,560
3843,549,7,423,635
3844,550,1,74,111
3845,550,2,119,179
3846,550,3,214,321
3847,550,4,329,494
3848,550,5,344,516
3849,550,6,374,561
3850,550,7,424,636
3851,551,1,50,75
3852,551,2,95,143
3853,551,3,190,285
3854,551,4,305,458
3855,551,5,320,480
3856,551,6,350,525
3857,551,7,400,600
3858,552,1,51,77
3859,552,2,96,144
3860,552,3,191,287
3861,552,4,306,459
3862,552,5,321,482
3863,552,6,351,527
3864,552,7,401,602
3865,553,1,52,78
3866,553,2,97,146
3867,553,3,192,288
3868,553,4,307,461
3869,553,5,322,483
3870,553,6,352,528
3871,553,7,402,603
3872,554,1,53,80
3873,554,2,98,147
3874,554,3,193,290
3875,554,4,308,462
3876,554,5,323,485
3877,554,6,353,530
3878,554,7,403,605
3879,555,1,54,81
3880,555,2,99,149
3881,555,3,194,291
3882,555,4,309,464
3883,555,5,324,486
3884,555,6,354,531
3885,555,7,404,606
3886,556,1,55,83
3887,556,2,100,150
3888,556,3,195,293
3889,556,4,310,465
3890,556,5,325,488
3891,556,6,355,533
3892,556,7,405,608
3893,557,1,56,84
3894,557,2,101,152
3895,557,3,196,294
3896,557,4,311,467
3897,557,5,326,489
3898,557,6,356,534
3899,557,7,406,609
