SrNo,TollID,CategoryID,Single,Round,Category
3138,449,2,118,177,LCV
3139,449,3,213,320,Bus/Truck
3140,449,4,328,492,Upto 3 Axle
3141,449,5,343,515,4 to 6 Axle
3142,449,6,373,560,HCM/EME
3143,449,7,423,635,7 or more Axle
3144,450,1,74,111,Car/Jeep/Van
3145,450,2,119,179,LCV
3146,450,3,214,321,Bus/Truck
3147,450,4,329,494,Upto 3 Axle
3148,450,5,344,516,4 to 6 Axle
3149,450,6,374,561,HCM/EME
3150,450,7,424,636,7 or more Axle
3151,451,1,50,75,Car/Jeep/Van
3152,451,2,95,143,LCV
3153,451,3,190,285,Bus/Truck
3154,451,4,305,458,Upto 3 Axle
3155,451,5,320,480,4 to 6 Axle
3156,451,6,350,525,HCM/EME
3157,451,7,400,600,7 or more Axle
3158,452,1,51,77,Car/Jeep/Van
3159,452,2,96,144,LCV
3160,452,3,191,287,Bus/Truck
3161,452,4,306,459,Upto 3 Axle
3162,452,5,321,482,4 to 6 Axle
3163,452,6,351,527,HCM/EME
3164,452,7,401,602,7 or more Axle
3165,453,1,52,78,Car/Jeep/Van
3166,453,2,97,146,LCV
3167,453,3,192,288,Bus/Truck
3168,453,4,307,461,Upto 3 Axle
3169,453,5,322,483,4 to 6 Axle
3170,453,6,352,528,HCM/EME
3171,453,7,402,603,7 or more Axle
3172,454,1,53,80,Car/Jeep/Van
3173,454,2,98,147,LCV
3174,454,3,193,290,Bus/Truck
3175,454,4,308,462,Upto 3 Axle
3176,454,5,323,485,4 to 6 Axle
3177,454,6,353,530,HCM/EME
3178,454,7,403,605,7 or more Axle
3179,455,1,54,81,Car/Jeep/Van
3180,455,2,99,149,LCV
3181,455,3,194,291,Bus/Truck
3182,455,4,309,464,Upto 3 Axle
3183,455,5,324,486,4 to 6 Axle
3184,455,6,354,531,HCM/EME
3185,455,7,404,606,7 or more Axle
3186,456,1,55,83,Car/Jeep/Van
3187,456,2,100,150,LCV
3188,456,3,195,293,Bus/Truck
3189,456,4,310,465,Upto 3 Axle
3190,456,5,325,488,4 to 6 Axle
3191,456,6,355,533,HCM/EME
3192,456,7,405,608,7 or more Axle
3193,457,1,56,84,Car/Jeep/Van
3194,457,2,101,152,LCV
3195,457,3,196,294,Bus/Truck
3196,457,4,311,467,Upto 3 Axle
3197,457,5,326,489,4 to 6 Axle
3198,457,6,356,534,HCM/EME
3199,457,7,406,609,7 or more Axle
3200,458,1,57,86,Car/Jeep/Van
3201,458,2,102,153,LCV
3202,458,3,197,296,Bus/Truck
3203,458,4,312,468,Upto 3 Axle
3204,458,5,327,491,4 to 6 Axle
3205,458,6,357,536,HCM/EME
3206,458,7,407,611,7 or more Axle
3207,459,1,58,87,Car/Jeep/Van
3208,459,2,103,155,LCV
3209,459,3,198,297,Bus/Truck
3210,459,4,313,470,Upto 3 Axle
3211,459,5,328,492,4 to 6 Axle
3212,459,6,358,537,HCM/EME
3213,459,7,408,612,7 or more Axle
3214,460,1,59,89,Car/Jeep/Van
3215,460,2,104,156,LCV
3216,460,3,199,299,Bus/Truck
3217,460,4,314,471,Upto 3 Axle
3218,460,5,329,494,4 to 6 Axle
3219,460,6,359,539,HCM/EME
3220,460,7,409,614,7 or more Axle
3221,461,1,60,90,Car/Jeep/Van
3222,461,2,105,158,LCV
3223,461,3,200,300,Bus/Truck
3224,461,4,315,473,Upto 3 Axle
3225,461,5,330,495,4 to 6 Axle
3226,461,6,360,540,HCM/EME
3227,461,7,410,615,7 or more Axle
3228,462,1,61,92,Car/Jeep/Van
3229,462,2,106,159,LCV
3230,462,3,201,302,Bus/Truck
3231,462,4,316,474,Upto 3 Axle
3232,462,5,331,497,4 to 6 Axle
3233,462,6,361,542,HCM/EME
3234,462,7,411,617,7 or more Axle
3235,463,1,62,93,Car/Jeep/Van
3236,463,2,107,161,LCV
3237,463,3,202,303,Bus/Truck
3238,463,4,317,476,Upto 3 Axle
3239,463,5,332,498,4 to 6 Axle
3240,463,6,362,543,HCM/EME
3241,463,7,412,618,7 or more Axle
3242,464,1,63,95,Car/Jeep/Van
3243,464,2,108,162,LCV
3244,464,3,203,305,Bus/Truck
3245,464,4,318,477,Upto 3 Axle
3246,464,5,333,500,4 to 6 Axle
3247,464,6,363,545,HCM/EME
3248,464,7,413,620,7 or more Axle
3249,465,1,64,96,Car/Jeep/Van
3250,465,2,109,164,LCV
3251,465,3,204,306,Bus/Truck
3252,465,4,319,479,Upto 3 Axle
3253,465,5,334,501,4 to 6 Axle
3254,465,6,364,546,HCM/EME
3255,465,7,414,621,7 or more Axle
3256,466,1,65,98,Car/Jeep/Van
3257,466,2,110,165,LCV
3258,466,3,205,308,Bus/Truck
3259,466,4,320,480,Upto 3 Axle
3260,466,5,335,503,4 to 6 Axle
3261,466,6,365,548,HCM/EME
3262,466,7,415,623,7 or more Axle
3263,467,1,66,99,Car/Jeep/Van
3264,467,2,111,167,LCV
3265,467,3,206,309,Bus/Truck
3266,467,4,321,482,Upto 3 Axle
3267,467,5,336,504,4 to 6 Axle
3268,467,6,366,549,HCM/EME
3269,467,7,416,624,7 or more Axle
3270,468,1,67,101,Car/Jeep/Van
3271,468,2,112,168,LCV
3272,468,3,207,311,Bus/Truck
3273,468,4,322,483,Upto 3 Axle
3274,468,5,337,506,4 to 6 Axle
3275,468,6,367,551,HCM/EME
3276,468,7,417,626,7 or more Axle
3277,469,1,68,102,Car/Jeep/Van
3278,469,2,113,170,LCV
3279,469,3,208,312,Bus/Truck
3280,469,4,323,485,Upto 3 Axle
3281,469,5,338,507,4 to 6 Axle
3282,469,6,368,552,HCM/EME
3283,469,7,418,627,7 or more Axle
3284,470,1,69,104,Car/Jeep/Van
3285,470,2,114,171,LCV
3286,470,3,209,314,Bus/Truck
3287,470,4,324,486,Upto 3 Axle
3288,470,5,339,509,4 to 6 Axle
3289,470,6,369,554,HCM/EME
3290,470,7,419,629,7 or more Axle
3291,471,1,70,105,Car/Jeep/Van
3292,471,2,115,173,LCV
3293,471,3,210,315,Bus/Truck
3294,471,4,325,488,Upto 3 Axle
3295,471,5,340,510,4 to 6 Axle
3296,471,6,370,555,HCM/EME
3297,471,7,420,630,7 or more Axle
3298,472,1,71,107,Car/Jeep/Van
3299,472,2,116,174,LCV
3300,472,3,211,317,Bus/Truck
3301,472,4,326,489,Upto 3 Axle
3302,472,5,341,512,4 to 6 Axle
3303,472,6,371,557,HCM/EME
3304,472,7,421,632,7 or more Axle
3305,473,1,72,108,Car/Jeep/Van
3306,473,2,117,176,LCV
3307,473,3,212,318,Bus/Truck
3308,473,4,327,491,Upto 3 Axle
3309,473,5,342,513,4 to 6 Axle
3310,473,6,372,558,HCM/EME
3311,473,7,422,633,7 or more Axle
3312,474,1,73,110,Car/Jeep/Van
3313,474,2,118,177,LCV
3314,474,3,213,320,Bus/Truck
3315,474,4,328,492,Upto 3 Axle
3316,474,5,343,515,4 to 6 Axle
3317,474,6,373,560,HCM/EME
3318,474,7,423,635,7 or more Axle
3319,475,1,74,111,Car/Jeep/Van
3320,475,2,119,179,LCV
3321,475,3,214,321,Bus/Truck
3322,475,4,329,494,Upto 3 Axle
3323,475,5,344,516,4 to 6 Axle
3324,475,6,374,561,HCM/EME
3325,475,7,424,636,7 or more Axle
3326,476,1,50,75,Car/Jeep/Van
3327,476,2,95,143,LCV
3328,476,3,190,285,Bus/Truck
3329,476,4,305,458,Upto 3 Axle
3330,476,5,320,480,4 to 6 Axle
3331,476,6,350,525,HCM/EME
3332,476,7,400,600,7 or more Axle
3333,477,1,51,77,Car/Jeep/Van
3334,477,2,96,144,LCV
3335,477,3,191,287,Bus/Truck
3336,477,4,306,459,Upto 3 Axle
3337,477,5,321,482,4 to 6 Axle
3338,477,6,351,527,HCM/EME
3339,477,7,401,602,7 or more Axle
3340,478,1,52,78,Car/Jeep/Van
3341,478,2,97,146,LCV
3342,478,3,192,288,Bus/Truck
3343,478,4,307,461,Upto 3 Axle
3344,478,5,322,483,4 to 6 Axle
3345,478,6,352,528,HCM/EME
3346,478,7,402,603,7 or more Axle
3347,479,1,53,80,Car/Jeep/Van
3348,479,2,98,147,LCV
3349,479,3,193,290,Bus/Truck
3350,479,4,308,462,Upto 3 Axle
3351,479,5,323,485,4 to 6 Axle
3352,479,6,353,530,HCM/EME
3353,479,7,403,605,7 or more Axle
3354,480,1,54,81,Car/Jeep/Van
3355,480,2,99,149,LCV
3356,480,3,194,291,Bus/Truck
3357,480,4,309,464,Upto 3 Axle
3358,480,5,324,486,4 to 6 Axle
3359,480,6,354,531,HCM/EME
3360,480,7,404,606,7 or more Axle
3361,481,1,55,83,Car/Jeep/Van
3362,481,2,100,150,LCV
3363,481,3,195,293,Bus/Truck
3364,481,4,310,465,Upto 3 Axle
3365,481,5,325,488,4 to 6 Axle
3366,481,6,355,533,HCM/EME
3367,481,7,405,608,7 or more Axle
3368,482,1,56,84,Car/Jeep/Van
3369,482,2,101,152,LCV
3370,482,3,196,294,Bus/Truck
3371,482,4,311,467,Upto 3 Axle
3372,482,5,326,489,4 to 6 Axle
3373,482,6,356,534,HCM/EME
3374,482,7,406,609,7 or more Axle
3375,483,1,57,86,Car/Jeep/Van
3376,483,2,102,153,LCV
3377,483,3,197,296,Bus/Truck
3378,483,4,312,468,Upto 3 Axle
3379,483,5,327,491,4 to 6 Axle
3380,483,6,357,536,HCM/EME
3381,483,7,407,611,7 or more Axle
3382,484,1,58,87,Car/Jeep/Van
3383,484,2,103,155,LCV
3384,484,3,198,297,Bus/Truck
3385,484,4,313,470,Upto 3 Axle
3386,484,5,328,492,4 to 6 Axle
3387,484,6,358,537,HCM/EME
3388,484,7,408,612,7 or more Axle
3389,485,1,59,89,Car/Jeep/Van
3390,485,2,104,156,LCV
3391,485,3,199,299,Bus/Truck
3392,485,4,314,471,Upto 3 Axle
3393,485,5,329,494,4 to 6 Axle
3394,485,6,359,539,HCM/EME
3395,485,7,409,614,7 or more Axle
3396,486,1,60,90,Car/Jeep/Van
3397,486,2,105,158,LCV
3398,486,3,200,300,Bus/Truck
3399,486,4,315,473,Upto 3 Axle
3400,486,5,330,495,4 to 6 Axle
3401,486,6,360,540,HCM/EME
3402,486,7,410,615,7 or more Axle
3403,487,1,61,92,Car/Jeep/Van
3404,487,2,106,159,LCV
3405,487,3,201,302,Bus/Truck
3406,487,4,316,474,Upto 3 Axle
3407,487,5,331,497,4 to 6 Axle
3408,487,6,361,542,HCM/EME
3409,487,7,411,617,7 or more Axle
3410,488,1,62,93,Car/Jeep/Van
3411,488,2,107,161,LCV
3412,488,3,202,303,Bus/Truck
3413,488,4,317,476,Upto 3 Axle
3414,488,5,332,498,4 to 6 Axle
3415,488,6,362,543,HCM/EME
3416,488,7,412,618,7 or more Axle
3417,489,1,63,95,Car/Jeep/Van
3418,489,2,108,162,LCV
3419,489,3,203,305,Bus/Truck
3420,489,4,318,477,Upto 3 Axle
3421,489,5,333,500,4 to 6 Axle
3422,489,6,363,545,HCM/EME
3423,489,7,413,620,7 or more Axle
3424,490,1,64,96,Car/Jeep/Van
3425,490,2,109,164,LCV
3426,490,3,204,306,Bus/Truck
3427,490,4,319,479,Upto 3 Axle
3428,490,5,334,501,4 to 6 Axle
3429,490,6,364,546,HCM/EME
3430,490,7,414,621,7 or more Axle
3431,491,1,65,98,Car/Jeep/Van
3432,491,2,110,165,LCV
3433,491,3,205,308,Bus/Truck
3434,491,4,320,480,Upto 3 Axle
3435,491,5,335,503,4 to 6 Axle
3436,491,6,365,548,HCM/EME
3437,491,7,415,623,7 or more Axle
3438,492,1,66,99,Car/Jeep/Van
3439,492,2,111,167,LCV
3440,492,3,206,309,Bus/Truck
3441,492,4,321,482,Upto 3 Axle
3442,492,5,336,504,4 to 6 Axle
3443,492,6,366,549,HCM/EME
3444,492,7,416,624,7 or more Axle
3445,493,1,67,101,Car/Jeep/Van
3446,493,2,112,168,LCV
3447,493,3,207,311,Bus/Truck
3448,493,4,322,483,Upto 3 Axle
3449,493,5,337,506,4 to 6 Axle
3450,493,6,367,551,HCM/EME
3451,493,7,417,626,7 or more Axle
3452,494,1,68,102,Car/Jeep/Van
3453,494,2,113,170,LCV
3454,494,3,208,312,Bus/Truck
3455,494,4,323,485,Upto 3 Axle
3456,494,5,338,507,4 to 6 Axle
3457,494,6,368,552,HCM/EME
3458,494,7,418,627,7 or more Axle
3459,495,1,69,104,Car/Jeep/Van
3460,495,2,114,171,LCV
3461,495,3,209,314,Bus/Truck
3462,495,4,324,486,Upto 3 Axle
3463,495,5,339,509,4 to 6 Axle
3464,495,6,369,554,HCM/EME
3465,495,7,419,629,7 or more Axle
3466,496,1,70,105,Car/Jeep/Van
3467,496,2,115,173,LCV
3468,496,3,210,315,Bus/Truck
3469,496,4,325,488,Upto 3 Axle
3470,496,5,340,510,4 to 6 Axle
3471,496,6,370,555,HCM/EME
3472,496,7,420,630,7 or more Axle
3473,497,1,71,107,Car/Jeep/Van
3474,497,2,116,174,LCV
3475,497,3,211,317,Bus/Truck
3476,497,4,326,489,Upto 3 Axle
3477,497,5,341,512,4 to 6 Axle
3478,497,6,371,557,HCM/EME
3479,497,7,421,632,7 or more Axle
3480,498,1,72,108,Car/Jeep/Van
3481,498,2,117,176,LCV
3482,498,3,212,318,Bus/Truck
3483,498,4,327,491,Upto 3 Axle
3484,498,5,342,513,4 to 6 Axle
3485,498,6,372,558,HCM/EME
3486,498,7,422,633,7 or more Axle
3487,499,1,73,110,Car/Jeep/Van
3488,499,2,118,177,LCV
3489,499,3,213,320,Bus/Truck
3490,499,4,328,492,Upto 3 Axle
3491,499,5,343,515,4 to 6 Axle
3492,499,6,373,560,HCM/EME
3493,499,7,423,635,7 or more Axle
3494,500,1,74,111,Car/Jeep/Van
3495,500,2,119,179,LCV
3496,500,3,214,321,Bus/Truck
3497,500,4,329,494,Upto 3 Axle
3498,500,5,344,516,4 to 6 Axle
3499,500,6,374,561,HCM/EME
3500,500,7,424,636,7 or more Axle
3501,501,1,50,75,Car/Jeep/Van
3502,501,2,95,143,LCV
3503,501,3,190,285,Bus/Truck
3504,501,4,305,458,Upto 3 Axle
3505,501,5,320,480,4 to 6 Axle
3506,501,6,350,525,HCM/EME
3507,501,7,400,600,7 or more Axle
3508,502,1,51,77,Car/Jeep/Van
3509,502,2,96,144,LCV
3510,502,3,191,287,Bus/Truck
3511,502,4,306,459,Upto 3 Axle
3512,502,5,321,482,4 to 6 Axle
3513,502,6,351,527,HCM/EME
3514,502,7,401,602,7 or more Axle
3515,503,1,52,78,Car/Jeep/Van
3516,503,2,97,146,LCV
3517,503,3,192,288,Bus/Truck
3518,503,4,307,461,Upto 3 Axle
3519,503,5,322,483,4 to 6 Axle
3520,503,6,352,528,HCM/EME
3521,503,7,402,603,7 or more Axle
3522,504,1,53,80,Car/Jeep/Van
3523,504,2,98,147,LCV
3524,504,3,193,290,Bus/Truck
3525,504,4,308,462,Upto 3 Axle
3526,504,5,323,485,4 to 6 Axle
3527,504,6,353,530,HCM/EME
3528,504,7,403,605,7 or more Axle
3529,505,1,54,81,Car/Jeep/Van
3530,505,2,99,149,LCV
3531,505,3,194,291,Bus/Truck
3532,505,4,309,464,Upto 3 Axle
3533,505,5,324,486,4 to 6 Axle
3534,505,6,354,531,HCM/EME
3535,505,7,404,606,7 or more Axle
3536,506,1,55,83,Car/Jeep/Van
3537,506,2,100,150,LCV
3538,506,3,195,293,Bus/Truck
3539,506,4,310,465,Upto 3 Axle
3540,506,5,325,488,4 to 6 Axle
3541,506,6,355,533,HCM/EME
3542,506,7,405,608,7 or more Axle
3543,507,1,56,84,Car/Jeep/Van
3544,507,2,101,152,LCV
3545,507,3,196,294,Bus/Truck
3546,507,4,311,467,Upto 3 Axle
3547,507,5,326,489,4 to 6 Axle
3548,507,6,356,534,HCM/EME
3549,507,7,406,609,7 or more Axle
3550,508,1,57,86,Car/Jeep/Van
3551,508,2,102,153,LCV
3552,508,3,197,296,Bus/Truck
3553,508,4,312,468,Upto 3 Axle
3554,508,5,327,491,4 to 6 Axle
3555,508,6,357,536,HCM/EME
3556,508,7,407,611,7 or more Axle
3557,509,1,58,87,Car/Jeep/Van
3558,509,2,103,155,LCV
3559,509,3,198,297,Bus/Truck
3560,509,4,313,470,Upto 3 Axle
3561,509,5,328,492,4 to 6 Axle
3562,509,6,358,537,HCM/EME
3563,509,7,408,612,7 or more Axle
3564,510,1,59,89,Car/Jeep/Van
3565,510,2,104,156,LCV
3566,510,3,199,299,Bus/Truck
3567,510,4,314,471,Upto 3 Axle
3568,510,5,329,494,4 to 6 Axle
3569,510,6,359,539,HCM/EME
3570,510,7,409,614,7 or more Axle
3571,511,1,60,90,Car/Jeep/Van
3572,511,2,105,158,LCV
3573,511,3,200,300,Bus/Truck
3574,511,4,315,473,Upto 3 Axle
3575,511,5,330,495,4 to 6 Axle
3576,511,6,360,540,HCM/EME
3577,511,7,410,615,7 or more Axle
3578,512,1,61,92,Car/Jeep/Van
3579,512,2,106,159,LCV
3580,512,3,201,302,Bus/Truck
3581,512,4,316,474,Upto 3 Axle
3582,512,5,331,497,4 to 6 Axle
3583,512,6,361,542,HCM/EME
3584,512,7,411,617,7 or more Axle
3585,513,1,62,93,Car/Jeep/Van
3586,513,2,107,161,LCV
3587,513,3,202,303,Bus/Truck
3588,513,4,317,476,Upto 3 Axle
3589,513,5,332,498,4 to 6 Axle
3590,513,6,362,543,HCM/EME
3591,513,7,412,618,7 or more Axle
3592,514,1,63,95,Car/Jeep/Van
3593,514,2,108,162,LCV
3594,514,3,203,305,Bus/Truck
3595,514,4,318,477,Upto 3 Axle
3596,514,5,333,500,4 to 6 Axle
3597,514,6,363,545,HCM/EME
3598,514,7,413,620,7 or more Axle
3599,515,1,64,96,Car/Jeep/Van
3600,515,2,109,164,LCV
3601,515,3,204,306,Bus/Truck
3602,515,4,319,479,Upto 3 Axle
3603,515,5,334,501,4 to 6 Axle
3604,515,6,364,546,HCM/EME
3605,515,7,414,621,7 or more Axle
3606,516,1,65,98,Car/Jeep/Van
3607,516,2,110,165,LCV
3608,516,3,205,308,Bus/Truck
3609,516,4,320,480,Upto 3 Axle
3610,516,5,335,503,4 to 6 Axle
3611,516,6,365,548,HCM/EME
3612,516,7,415,623,7 or more Axle
3613,517,1,66,99,Car/Jeep/Van
3614,517,2,111,167,LCV
3615,517,3,206,309,Bus/Truck
3616,517,4,321,482,Upto 3 Axle
3617,517,5,336,504,4 to 6 Axle
3618,517,6,366,549,HCM/EME
3619,517,7,416,624,7 or more Axle
3620,518,1,67,101,Car/Jeep/Van
3621,518,2,112,168,LCV
3622,518,3,207,311,Bus/Truck
3623,518,4,322,483,Upto 3 Axle
3624,518,5,337,506,4 to 6 Axle
3625,518,6,367,551,HCM/EME
3626,518,7,417,626,7 or more Axle
3627,519,1,68,102,Car/Jeep/Van
3628,519,2,113,170,LCV
3629,519,3,208,312,Bus/Truck
3630,519,4,323,485,Upto 3 Axle
3631,519,5,338,507,4 to 6 Axle
3632,519,6,368,552,HCM/EME
3633,519,7,418,627,7 or more Axle
3634,520,1,69,104,Car/Jeep/Van
3635,520,2,114,171,LCV
3636,520,3,209,314,Bus/Truck
3637,520,4,324,486,Upto 3 Axle
3638,520,5,339,509,4 to 6 Axle
3639,520,6,369,554,HCM/EME
3640,520,7,419,629,7 or more Axle
3641,521,1,70,105,Car/Jeep/Van
3642,521,2,115,173,LCV
3643,521,3,210,315,Bus/Truck
3644,521,4,325,488,Upto 3 Axle
3645,521,5,340,510,4 to 6 Axle
3646,521,6,370,555,HCM/EME
3647,521,7,420,630,7 or more Axle
3648,522,1,71,107,Car/Jeep/Van
3649,522,2,116,174,LCV
3650,522,3,211,317,Bus/Truck
3651,522,4,326,489,Upto 3 Axle
3652,522,5,341,512,4 to 6 Axle
3653,522,6,371,557,HCM/EME
3654,522,7,421,632,7 or more Axle
3655,523,1,72,108,Car/Jeep/Van
3656,523,2,117,176,LCV
3657,523,3,212,318,Bus/Truck
3658,523,4,327,491,Upto 3 Axle
3659,523,5,342,513,4 to 6 Axle
3660,523,6,372,558,HCM/EME
3661,523,7,422,633,7 or more Axle
3662,524,1,73,110,Car/Jeep/Van
3663,524,2,118,177,LCV
3664,524,3,213,320,Bus/Truck
3665,524,4,328,492,Upto 3 Axle
3666,524,5,343,515,4 to 6 Axle
3667,524,6,373,560,HCM/EME
3668,524,7,423,635,7 or more Axle
3669,525,1,74,111,Car/Jeep/Van
3670,525,2,119,179,LCV
3671,525,3,214,321,Bus/Truck
3672,525,4,329,494,Upto 3 Axle
3673,525,5,344,516,4 to 6 Axle
3674,525,6,374,561,HCM/EME
3675,525,7,424,636,7 or more Axle
3676,526,1,50,75,Car/Jeep/Van
3677,526,2,95,143,LCV
3678,526,3,190,285,Bus/Truck
3679,526,4,305,458,Upto 3 Axle
3680,526,5,320,480,4 to 6 Axle
3681,526,6,350,525,HCM/EME
3682,526,7,400,600,7 or more Axle
3683,527,1,51,77,Car/Jeep/Van
3684,527,2,96,144,LCV
3685,527,3,191,287,Bus/Truck
3686,527,4,306,459,Upto 3 Axle
3687,527,5,321,482,4 to 6 Axle
3688,527,6,351,527,HCM/EME
3689,527,7,401,602,7 or more Axle
3690,528,1,52,78,Car/Jeep/Van
3691,528,2,97,146,LCV
3692,528,3,192,288,Bus/Truck
3693,528,4,307,461,Upto 3 Axle
3694,528,5,322,483,4 to 6 Axle
3695,528,6,352,528,HCM/EME
3696,528,7,402,603,7 or more Axle
3697,529,1,53,80,Car/Jeep/Van
3698,529,2,98,147,LCV
3699,529,3,193,290,Bus/Truck
3700,529,4,308,462,Upto 3 Axle
3701,529,5,323,485,4 to 6 Axle
3702,529,6,353,530,HCM/EME
3703,529,7,403,605,7 or more Axle
3704,530,1,54,81,Car/Jeep/Van
3705,530,2,99,149,LCV
3706,530,3,194,291,Bus/Truck
3707,530,4,309,464,Upto 3 Axle
3708,530,5,324,486,4 to 6 Axle
3709,530,6,354,531,HCM/EME
3710,530,7,404,606,7 or more Axle
3711,531,1,55,83,Car/Jeep/Van
3712,531,2,100,150,LCV
3713,531,3,195,293,Bus/Truck
3714,531,4,310,465,Upto 3 Axle
3715,531,5,325,488,4 to 6 Axle
3716,531,6,355,533,HCM/EME
3717,531,7,405,608,7 or more Axle
3718,532,1,56,84,Car/Jeep/Van
3719,532,2,101,152,LCV
3720,532,3,196,294,Bus/Truck
3721,532,4,311,467,Upto 3 Axle
3722,532,5,326,489,4 to 6 Axle
3723,532,6,356,534,HCM/EME
3724,532,7,406,609,7 or more Axle
3725,533,1,57,86,Car/Jeep/Van
3726,533,2,102,153,LCV
3727,533,3,197,296,Bus/Truck
3728,533,4,312,468,Upto 3 Axle
3729,533,5,327,491,4 to 6 Axle
3730,533,6,357,536,HCM/EME
3731,533,7,407,611,7 or more Axle
3732,534,1,58,87,Car/Jeep/Van
3733,534,2,103,155,LCV
3734,534,3,198,297,Bus/Truck
3735,534,4,313,470,Upto 3 Axle
3736,534,5,328,492,4 to 6 Axle
3737,534,6,358,537,HCM/EME
3738,534,7,408,612,7 or more Axle
3739,535,1,59,89,Car/Jeep/Van
3740,535,2,104,156,LCV
3741,535,3,199,299,Bus/Truck
3742,535,4,314,471,Upto 3 Axle
3743,535,5,329,494,4 to 6 Axle
3744,535,6,359,539,HCM/EME
3745,535,7,409,614,7 or more Axle
3746,536,1,60,90,Car/Jeep/Van
3747,536,2,105,158,LCV
3748,536,3,200,300,Bus/Truck
3749,536,4,315,473,Upto 3 Axle
3750,536,5,330,495,4 to 6 Axle
3751,536,6,360,540,HCM/EME
3752,536,7,410,615,7 or more Axle
3753,537,1,61,92,Car/Jeep/Van
3754,537,2,106,159,LCV
3755,537,3,201,302,Bus/Truck
3756,537,4,316,474,Upto 3 Axle
3757,537,5,331,497,4 to 6 Axle
3758,537,6,361,542,HCM/EME
3759,537,7,411,617,7 or more Axle
3760,538,1,62,93,Car/Jeep/Van
3761,538,2,107,161,LCV
3762,538,3,202,303,Bus/Truck
3763,538,4,317,476,Upto 3 Axle
3764,538,5,332,498,4 to 6 Axle
3765,538,6,362,543,HCM/EME
3766,538,7,412,618,7 or more Axle
3767,539,1,63,95,Car/Jeep/Van
3768,539,2,108,162,LCV
3769,539,3,203,305,Bus/Truck
3770,539,4,318,477,Upto 3 Axle
3771,539,5,333,500,4 to 6 Axle
3772,539,6,363,545,HCM/EME
3773,539,7,413,620,7 or more Axle
3774,540,1,64,96,Car/Jeep/Van
3775,540,2,109,164,LCV
3776,540,3,204,306,Bus/Truck
3777,540,4,319,479,Upto 3 Axle
3778,540,5,334,501,4 to 6 Axle
3779,540,6,364,546,HCM/EME
3780,540,7,414,621,7 or more Axle
3781,541,1,65,98,Car/Jeep/Van
3782,541,2,110,165,LCV
3783,541,3,205,308,Bus/Truck
3784,541,4,320,480,Upto 3 Axle
3785,541,5,335,503,4 to 6 Axle
3786,541,6,365,548,HCM/EME
3787,541,7,415,623,7 or more Axle
3788,542,1,66,99,Car/Jeep/Van
3789,542,2,111,167,LCV
3790,542,3,206,309,Bus/Truck
3791,542,4,321,482,Upto 3 Axle
3792,542,5,336,504,4 to 6 Axle
3793,542,6,366,549,HCM/EME
3794,542,7,416,624,7 or more Axle
3795,543,1,67,101,Car/Jeep/Van
3796,543,2,112,168,LCV
3797,543,3,207,311,Bus/Truck
3798,543,4,322,483,Upto 3 Axle
3799,543,5,337,506,4 to 6 Axle
3800,543,6,367,551,HCM/EME
3801,543,7,417,626,7 or more Axle
3802,544,1,68,102,Car/Jeep/Van
3803,544,2,113,170,LCV
3804,544,3,208,312,Bus/Truck
3805,544,4,323,485,Upto 3 Axle
3806,544,5,338,507,4 to 6 Axle
3807,544,6,368,552,HCM/EME
3808,544,7,418,627,7 or more Axle
3809,545,1,69,104,Car/Jeep/Van
3810,545,2,114,171,LCV
3811,545,3,209,314,Bus/Truck
3812,545,4,324,486,Upto 3 Axle
3813,545,5,339,509,4 to 6 Axle
3814,545,6,369,554,HCM/EME
3815,545,7,419,629,7 or more Axle
3816,546,1,70,105,Car/Jeep/Van
3817,546,2,115,173,LCV
3818,546,3,210,315,Bus/Truck
3819,546,4,325,488,Upto 3 Axle
3820,546,5,340,510,4 to 6 Axle
3821,546,6,370,555,HCM/EME
3822,546,7,420,630,7 or more Axle
3823,547,1,71,107,Car/Jeep/Van
3824,547,2,116,174,LCV
3825,547,3,211,317,Bus/Truck
3826,547,4,326,489,Upto 3 Axle
3827,547,5,341,512,4 to 6 Axle
3828,547,6,371,557,HCM/EME
3829,547,7,421,632,7 or more Axle
3830,548,1,72,108,Car/Jeep/Van
3831,548,2,117,176,LCV
3832,548,3,212,318,Bus/Truck
3833,548,4,327,491,Upto 3 Axle
3834,548,5,342,513,4 to 6 Axle
3835,548,6,372,558,HCM/EME
3836,548,7,422,633,7 or more Axle
3837,549,1,73,110,Car/Jeep/Van
3838,549,2,118,177,LCV
3839,549,3,213,320,Bus/Truck
3840,549,4,328,492,Upto 3 Axle
3841,549,5,343,515,4 to 6 Axle
3842,549,6,373,560,HCM/EME
3843,549,7,423,635,7 or more Axle
3844,550,1,74,111,Car/Jeep/Van
3845,550,2,119,179,LCV
3846,550,3,214,321,Bus/Truck
3847,550,4,329,494,Upto 3 Axle
3848,550,5,344,516,4 to 6 Axle
3849,550,6,374,561,HCM/EME
3850,550,7,424,636,7 or more Axle
3851,551,1,50,75,Car/Jeep/Van
3852,551,2,95,143,LCV
3853,551,3,190,285,Bus/Truck
3854,551,4,305,458,Upto 3 Axle
3855,551,5,320,480,4 to 6 Axle
3856,551,6,350,525,HCM/EME
3857,551,7,400,600,7 or more Axle
3858,552,1,51,77,Car/Jeep/Van
3859,552,2,96,144,LCV
3860,552,3,191,287,Bus/Truck
3861,552,4,306,459,Upto 3 Axle
